cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8
AT2G36350.1,AT1G07880.1,AT4G14950.1,AT5G21950.1,AT2G15860.1,AT3G62130.1,AT1G68723.1,AT1G20160.1
AT1G22880.1,AT1G79030.2,AT5G47910.1,AT1G49160.7,AT5G03470.1,AT5G45130.1,AT1G42960.1,AT1G13380.1
AT1G67600.1,AT1G10730.1,AT1G65295.1,AT5G64000.1,AT4G13050.1,AT1G55490.2,AT2G17770.3,AT3G56510.1
AT1G73130.1,AT2G03350.1,AT4G11670.4,AT2G18280.1,AT1G06225.1,AT2G16270.1,AT2G40935.7,AT3G23020.1
AT2G17930.1,AT2G17020.2,AT1G04400.1,AT2G18280.2,AT5G09790.1,AT5G62520.1,AT4G36450.1,AT2G45030.1
AT2G37670.2,AT5G66055.1,AT3G29330.2,AT1G18773.1,AT1G77530.2,AT1G04590.1,AT4G21550.2,AT1G02816.1
AT2G38152.1,AT5G61830.1,AT3G52890.1,AT1G17120.1,AT4G13690.1,AT2G35720.1,AT1G27660.1,AT1G64150.1
AT2G45540.1,AT1G16890.1,AT3G60510.1,AT1G30825.1,AT5G43080.1,AT1G79230.1,AT2G46505.1,AT1G13140.1
AT1G71950.1,AT5G45390.1,AT1G02990.1,AT5G39820.1,AT4G28730.1,AT1G31010.1,AT4G14200.1,AT3G57770.1
AT5G44480.2,AT5G56000.1,AT5G38830.1,AT5G05900.1,AT2G23830.1,AT4G23570.2,AT5G49525.1,AT1G64370.1
AT3G53670.1,AT5G19590.2,AT2G37840.1,AT3G17510.2,AT3G61930.1,AT2G24260.2,AT5G08110.3,AT1G30080.2
AT4G34810.1,AT3G29185.1,AT4G25400.2,AT3G12390.1,AT3G49500.1,AT5G47400.1,AT1G03840.1,AT4G32190.1
AT1G70570.1,AT2G37440.3,AT4G20070.1,AT4G01810.1,AT2G31730.1,AT5G65350.1,AT2G41720.2,AT3G13940.1
AT2G45080.1,AT3G19950.2,AT5G39570.2,AT1G04900.1,AT2G31730.2,AT1G66830.1,AT3G08720.3,AT2G22430.1
AT1G29760.1,AT1G50140.4,AT1G79000.1,AT4G29430.1,AT1G75180.3,AT5G01410.2,AT5G46760.1,AT2G36410.3
AT3G46950.1,AT1G35580.2,AT2G28060.1,AT3G21560.1,AT1G78915.1,AT3G61990.1,AT4G36000.2,AT2G36410.1
AT4G34390.1,AT2G25670.1,AT5G19250.1,AT3G61415.1,AT5G07740.1,AT2G38465.1,AT1G05910.1,AT2G36410.2
AT3G26670.2,AT4G01650.1,AT2G04560.1,AT4G29870.1,AT1G31020.1,AT3G54390.1,AT5G64450.1,AT2G03090.1
AT5G53045.1,AT3G11750.1,AT5G60370.2,AT2G29750.1,AT2G32970.1,AT1G77840.1,AT2G32930.2,AT5G62940.1
AT3G22750.1,AT5G63010.1,AT1G34350.1,AT1G20620.4,AT3G04181.1,AT5G05410.1,AT2G27170.1,AT4G33450.1
AT1G09590.1,AT3G02065.3,AT4G33150.1,AT5G47660.1,AT5G19230.2,AT5G02620.2,AT1G04760.1,AT1G79610.1
AT1G59710.2,AT3G13730.1,AT5G65210.1,AT2G47370.1,AT3G50140.1,AT1G30970.1,AT2G19280.1,AT4G33350.1
AT5G26320.1,AT2G03890.1,AT5G51710.1,AT1G07290.1,AT4G25720.5,AT4G14690.1,AT1G23080.3,AT5G10310.1
AT3G08890.1,AT1G67680.1,AT1G21200.1,AT4G19650.1,AT4G25720.2,AT3G25905.1,AT2G21050.1,AT2G17670.1
AT3G46030.1,AT2G46570.1,AT3G50150.1,AT5G17550.1,AT2G44650.1,AT5G12220.1,AT4G34570.1,AT3G53470.1
AT2G17970.1,AT2G37340.5,AT3G50150.2,AT2G32765.1,AT1G05890.2,AT2G04100.2,AT1G31040.1,AT3G53470.2
AT5G55110.1,AT2G37340.1,AT3G46880.2,AT2G33290.4,AT3G58490.2,AT1G04830.1,AT1G57540.3,AT1G80930.1
AT5G18650.1,AT2G26770.2,AT3G58800.1,AT3G15540.1,AT5G58510.1,AT3G24495.1,AT1G71850.1,AT1G56010.2
AT3G13910.1,AT5G57560.1,AT2G06510.1,AT4G24413.1,AT3G57410.2,AT5G47100.2,AT3G14020.2,AT3G57350.1
AT4G21750.2,AT5G26170.1,AT4G36650.1,AT4G12040.1,AT5G37980.1,AT3G63120.2,AT4G10800.1,AT4G01610.1
AT1G14580.3,AT1G62560.1,AT4G37550.2,AT2G33735.2,AT3G52526.2,AT2G28410.1,AT5G49990.4,AT3G61820.1
AT1G57720.1,AT2G38140.1,AT2G03140.3,AT5G42810.1,AT1G74160.3,AT2G15530.3,AT5G21170.1,AT1G78660.2
AT2G33600.1,AT2G26200.2,AT3G18520.1,AT5G20635.1,AT5G54440.2,AT2G31370.4,AT5G66470.2,AT1G78660.3
AT1G29230.1,AT5G35926.2,AT5G22110.1,AT1G05630.2,AT1G30755.3,AT3G26990.1,AT1G65520.1,AT1G02960.5
AT3G08710.2,AT2G26430.1,AT1G20760.1,AT3G49920.2,AT1G70140.1,AT5G50740.5,AT1G53541.1,AT5G01220.1
AT5G18350.1,AT4G14380.1,AT3G16857.1,AT5G09690.2,AT2G37270.2,AT5G37720.1,AT5G49430.2,AT1G22060.1
AT4G40030.2,AT5G04460.6,AT5G61230.1,AT5G09690.3,AT3G50210.3,AT5G53030.1,AT5G16200.2,AT4G34180.1
AT4G37460.2,AT2G05920.1,AT3G10640.1,AT4G17260.1,AT5G09250.5,AT5G07800.1,AT5G16200.1,AT2G44530.1
AT3G15340.1,AT1G55340.2,AT2G41050.1,AT4G23530.1,AT4G28460.1,AT2G22900.1,AT4G21540.3,AT4G27180.1
AT5G42840.1,AT4G35780.1,AT3G21100.4,AT3G47100.1,AT2G22122.1,AT5G07190.1,AT2G16790.4,AT1G76780.2
AT2G22840.1,AT3G19170.2,AT4G02660.1,AT2G01250.1,AT2G12170.1,AT3G57380.3,AT5G53190.1,AT1G76780.1
AT5G11840.3,AT2G37170.2,AT2G20830.3,AT1G52710.2,AT1G48330.1,AT1G55150.1,AT4G31360.1,AT5G25120.1
AT5G01600.1,AT5G06580.1,AT1G29410.2,AT1G52710.1,AT3G46530.1,AT2G33855.1,AT3G51930.1,AT2G30550.1
AT5G41370.1,AT3G51230.1,AT1G43890.1,AT1G53935.1,AT3G21630.1,AT2G31660.1,AT4G39150.2,AT2G30550.2
AT4G12720.1,AT2G28370.1,AT4G11330.1,AT4G27130.1,AT4G29220.1,AT2G26030.5,AT4G11845.1,AT4G26600.1
AT4G12720.5,AT1G29025.1,AT5G48620.6,AT2G30520.1,AT5G20510.3,AT4G35250.1,AT4G01540.4,AT1G09420.1
AT2G35840.3,AT5G57090.2,AT4G03000.4,AT2G23940.3,AT3G46500.8,AT3G01540.1,AT3G16920.2,AT3G50820.1
AT1G21400.6,AT5G62130.4,AT2G19750.1,AT2G38630.3,AT3G46500.10,AT1G03110.1,AT3G16490.1,AT4G25650.1
AT1G30990.1,AT4G01915.4,AT3G16940.3,AT3G17340.1,AT4G15140.1,AT3G19640.1,AT4G32240.1,AT3G04730.1
AT1G08800.4,AT1G75750.2,AT4G39540.2,AT5G02360.1,AT3G60730.1,AT4G31240.1,AT5G42920.2,AT1G78200.2
AT1G08800.2,AT3G15940.2,AT5G61830.2,AT2G30890.1,AT5G40080.1,AT5G47800.4,AT1G53163.1,AT1G50950.1
AT1G67785.1,AT1G78940.1,AT4G38420.1,AT5G61940.4,AT4G16807.1,AT2G23760.3,AT3G06310.2,AT1G54610.1
AT2G16920.1,AT5G26670.4,AT4G12700.1,AT5G20090.1,AT3G61390.2,AT2G33050.1,AT5G53850.5,AT2G43650.1
AT3G22950.1,AT5G04830.1,AT1G05805.1,AT5G53140.1,AT3G61390.4,AT3G10190.1,AT4G09890.1,AT5G26280.3
AT2G16870.1,AT5G22040.1,AT4G20400.1,AT1G53400.1,AT1G74910.2,AT1G19720.1,AT5G59430.2,AT5G13760.1
AT5G56730.1,AT2G17800.2,AT1G24460.2,AT2G43180.3,AT1G13710.1,AT1G28395.5,AT1G31600.1,AT1G79650.4
AT3G07470.2,AT1G31070.1,AT3G24550.1,AT1G04250.1,AT5G63370.2,AT5G50170.1,AT4G18070.2,AT1G79550.2
AT3G26440.6,AT2G28550.3,AT1G26930.2,AT2G28990.1,AT5G63370.10,AT1G54520.1,AT4G18070.5,AT1G79550.1
AT1G29540.1,AT1G54360.3,AT3G14980.3,AT2G47060.2,AT5G24380.1,AT2G11810.1,AT1G02080.3,AT3G14050.1
AT4G24560.1,AT3G48440.1,AT1G56440.2,AT1G61620.1,AT4G31170.8,AT1G27385.1,AT3G46600.3,AT1G47960.2
AT5G06800.3,AT4G12880.1,AT3G11900.1,AT1G79080.1,AT4G31170.1,AT1G62960.1,AT4G02890.1,AT1G09840.1
AT3G19040.1,AT1G68570.1,AT2G37440.1,AT2G41850.1,AT3G14150.2,AT5G08050.1,AT4G03205.2,AT1G09840.11
AT1G16000.1,AT2G25220.1,ATCG00730.1,AT1G47580.1,AT1G32150.1,AT5G56590.1,AT5G19240.1,AT1G69450.1
AT5G60620.1,AT5G22340.1,AT5G02880.2,AT4G35200.1,AT1G31440.1,AT1G03760.1,AT5G59610.5,AT1G69450.2
AT1G05210.1,AT5G59750.1,AT1G50140.1,AT2G22450.1,AT2G31350.2,AT5G04090.6,AT5G25280.1,AT1G26150.1
AT2G40620.1,AT5G07820.1,AT4G01650.2,AT5G20830.3,AT1G78810.1,AT3G49790.1,AT3G04230.1,AT2G30070.1
AT5G16210.1,AT2G34400.1,AT3G13730.2,AT1G62320.3,AT5G48580.1,AT2G43630.1,AT1G48490.4,AT3G12700.2
AT4G14385.9,AT5G56030.2,AT5G37380.5,AT1G21900.1,AT2G25900.2,AT1G61260.1,AT5G56650.2,AT3G12700.1
AT4G13440.2,AT3G63260.1,AT3G06330.3,AT5G65925.1,AT3G06720.1,AT1G02270.1,AT3G06770.2,AT5G38865.1
AT1G61490.1,AT1G05440.1,AT1G19310.1,AT3G06700.1,AT1G49390.2,AT1G43580.1,AT5G13860.1,AT4G01020.1
AT3G04580.2,AT3G02860.2,AT4G00950.1,AT5G59150.1,AT5G63440.3,AT5G10020.1,AT2G35680.1,AT4G21810.1
AT1G77300.1,AT3G54760.2,AT3G54670.1,AT5G59150.2,AT1G10330.1,AT1G03600.1,AT1G10230.1,AT3G01350.1
AT3G02880.1,AT5G28750.1,AT1G73540.1,AT5G19750.1,AT1G65440.2,AT3G52170.1,AT5G14640.2,AT4G14510.1
AT5G17580.1,AT4G05000.3,AT5G64890.1,AT2G30780.1,AT1G47570.3,AT5G59440.2,AT1G28080.2,AT3G18890.1
AT5G44200.1,AT2G19280.2,AT1G74170.1,AT3G49930.1,AT5G53180.2,AT2G27450.1,AT2G01480.1,AT5G11530.1
AT5G60120.1,AT1G45474.1,AT1G51890.1,AT2G11035.1,AT4G26120.1,ATMG00090.1,AT5G04480.1,AT4G31300.3
AT3G47490.2,AT5G37590.2,AT2G27080.1,AT3G21865.1,AT1G10630.1,AT3G57880.1,AT2G42110.1,AT5G50750.1
AT5G13500.1,AT1G57540.1,AT1G14350.4,AT2G45680.1,AT3G29780.1,AT1G33400.1,AT5G67190.1,AT3G56200.1
AT5G13500.3,AT3G62940.1,AT1G19270.2,AT5G15160.1,AT5G14260.2,AT3G02600.11,AT4G25760.1,AT4G31060.1
AT2G31580.5,AT5G66010.1,AT4G11970.4,AT3G07810.2,AT5G03960.2,AT3G02555.1,AT4G35560.2,AT5G53830.1
AT5G55630.1,AT3G47630.2,AT1G20070.1,AT3G07630.1,AT1G48780.2,AT3G02555.2,AT1G08845.1,AT1G44910.1
AT5G55630.2,AT4G16563.1,AT2G26430.3,AT3G45260.1,AT5G44750.1,AT1G66080.1,AT5G42320.1,AT2G17760.1
AT4G21410.2,AT5G03250.1,AT5G15910.1,AT5G48870.1,AT2G28540.2,AT1G08490.1,AT1G15780.2,AT3G16170.1
AT2G42860.1,AT5G44063.1,AT4G36820.1,AT2G01750.1,AT1G62935.1,AT2G46535.1,AT5G02620.1,AT3G51000.1
AT4G24730.2,AT1G02100.2,AT1G77890.3,AT1G70670.1,AT3G60540.1,AT5G28020.2,AT5G02620.5,AT5G48840.1
AT4G38950.5,AT5G26190.1,AT1G55340.1,AT5G45780.1,AT1G61990.1,AT2G16485.2,AT3G05200.1,AT4G31330.1
AT1G12680.1,AT3G20320.2,AT1G72390.2,AT5G41010.1,AT4G39460.3,AT3G09230.1,AT3G44400.3,AT4G38630.1
AT2G24360.1,AT5G14120.1,AT1G61180.1,AT3G26618.1,AT4G39460.1,AT2G30960.1,AT2G20790.1,AT2G29990.1
AT2G28150.3,AT1G17510.1,AT4G27230.1,AT5G67245.1,AT4G26940.2,AT1G68020.1,AT5G06680.1,AT5G51820.1
AT5G55400.3,AT4G35090.2,AT4G01450.4,AT5G60370.1,AT3G07310.1,AT5G66140.1,AT1G21720.1,AT3G20290.3
AT2G40270.2,AT4G13572.1,AT4G01450.3,AT4G33150.3,AT3G08000.1,AT1G77145.2,AT3G16000.1,AT5G24650.1
AT3G17600.1,AT5G65780.1,AT4G01450.1,AT5G65210.5,AT3G45100.2,AT3G16140.1,AT1G15690.2,AT2G27760.1
AT3G52240.1,AT1G08250.1,AT2G38120.1,AT4G32160.1,AT1G14185.1,AT1G80750.1,AT1G75410.3,AT4G20480.1
AT5G02470.2,AT3G55460.1,AT1G06230.3,AT1G21200.2,AT1G61215.1,AT1G44446.1,AT1G68910.3,AT4G20480.2
AT3G50110.1,AT1G61970.5,AT1G06230.2,AT1G74088.1,AT3G51180.1,AT1G07360.1,AT1G16500.1,AT5G16980.3
AT3G09240.2,AT5G58550.1,AT1G55830.1,AT4G02050.2,AT4G16310.5,AT5G44780.1,AT5G06420.2,AT2G34510.2
AT1G06960.1,AT5G43970.1,AT2G25560.1,AT1G01820.1,AT2G36310.1,AT1G12800.1,AT3G60480.1,AT3G02290.1
AT4G24480.2,AT3G59810.2,AT1G79180.1,AT2G43540.1,AT5G18500.1,AT5G67350.1,AT3G45210.1,AT5G14590.1
AT5G60700.1,AT1G34500.1,AT2G14850.1,AT1G21210.1,AT4G26140.1,AT2G01100.1,AT1G08680.5,AT1G26900.1
AT4G32040.1,AT1G61960.1,AT2G36680.3,AT5G62500.1,AT5G26620.1,AT4G21170.1,AT1G29560.1,AT1G73610.1
AT2G30600.1,AT3G58820.1,AT1G02860.3,AT3G04560.1,AT5G44610.1,AT3G49010.2,AT1G32410.5,AT1G76640.1
AT1G06410.3,AT1G53190.2,AT5G62130.3,AT4G37550.4,AT1G68680.1,AT1G60390.1,AT4G38960.1,AT1G13120.1
AT4G04900.1,AT5G23040.2,AT4G39925.1,AT3G09890.1,AT1G05030.2,AT1G53570.4,AT1G15060.3,AT2G25625.1
AT4G02580.1,AT3G02040.1,AT1G24240.2,AT4G37660.1,AT3G17330.1,AT1G08920.2,AT5G44030.3,AT5G18760.2
AT1G69990.1,AT4G33510.1,AT3G25010.2,AT5G44110.1,AT5G45115.1,AT1G08770.1,AT3G47160.1,AT2G36380.1
AT2G17787.1,AT2G16790.2,AT1G18860.1,AT2G36290.1,AT3G06680.3,AT2G22088.1,AT1G28395.4,AT1G03290.1
AT2G34980.1,AT3G52970.1,AT2G32730.1,AT3G53820.1,AT2G32340.1,AT4G01210.1,AT3G49640.5,AT1G50600.1
AT3G19460.1,AT4G25840.1,AT5G26670.1,AT3G56190.1,AT5G61530.4,AT1G29350.1,AT3G60980.1,AT5G44290.3
AT5G60890.1,AT4G26840.1,AT2G18196.1,AT1G68330.1,AT5G57500.1,AT5G56750.2,AT5G13950.2,AT5G13030.1
AT3G05650.1,AT1G10930.1,AT4G14060.1,AT3G16857.2,AT5G19220.1,AT1G78410.1,AT3G56010.1,AT2G43390.1
AT4G16233.1,AT4G12020.6,AT5G61865.1,AT2G02090.1,AT5G06180.1,AT2G43970.1,AT1G58370.2,AT3G03220.1
AT5G37190.2,AT1G78690.2,AT5G28830.1,AT5G47810.1,AT5G14310.1,AT1G09450.1,AT1G74840.1,AT1G70370.2
AT1G19650.1,AT1G32127.1,AT5G38380.2,AT1G72240.1,AT5G50990.1,AT3G20830.1,AT2G21540.2,AT1G64170.1
AT1G47380.1,AT4G33670.1,AT5G14210.1,AT4G27500.1,AT2G42330.2,AT5G67600.1,AT1G12220.1,AT2G28500.1
AT3G12140.3,AT3G17611.2,AT5G61250.3,AT4G32130.1,AT5G53110.1,AT3G23400.1,AT5G48657.1,AT4G37730.1
AT1G70950.1,AT1G68238.1,AT3G66654.1,AT5G38747.1,AT2G41080.1,AT3G02980.2,AT1G72175.2,AT2G46750.1
AT1G76380.2,AT2G38360.1,AT3G66654.3,AT2G20830.1,AT5G35460.2,AT5G64030.1,AT3G03900.1,AT2G28720.1
AT1G63230.1,AT1G08890.1,AT3G61100.1,AT4G06534.1,AT2G31650.1,AT1G57820.3,AT4G37250.1,AT4G33200.1
AT2G35010.2,AT2G47910.2,AT3G21710.2,AT1G79060.1,AT3G45770.2,AT3G22415.1,AT3G30390.1,AT4G22680.1
AT5G39970.1,AT3G60910.2,AT4G35985.2,AT3G14172.2,AT3G13433.1,AT3G55120.1,AT5G06280.1,AT3G18535.3
AT1G06850.1,AT5G43770.1,AT4G30190.2,AT3G14172.1,AT2G21385.1,AT2G25490.1,AT3G15660.2,AT5G21950.7
AT1G75020.1,AT1G48410.2,AT4G08180.4,AT3G02580.1,AT4G25515.1,AT1G52300.1,AT2G23980.6,AT1G49160.3
AT2G27340.4,AT2G13650.4,AT1G56560.1,AT3G44753.1,AT4G34860.3,AT5G19300.1,AT5G63530.1,AT1G80360.2
AT2G01450.1,AT5G42920.1,AT4G12070.1,AT1G77390.1,AT5G58540.1,AT5G59670.1,AT1G13440.2,AT2G46680.1
AT5G07100.1,AT1G03510.1,AT4G24020.1,AT4G39540.1,AT1G08050.1,AT5G04280.1,AT2G14520.1,AT2G46680.2
AT4G37900.1,AT3G06310.1,AT4G05000.1,AT3G15160.2,AT1G14010.1,AT1G77000.1,AT3G02600.12,AT3G61460.1
AT2G03510.1,AT5G53850.6,AT2G32930.3,AT4G37280.1,AT5G59830.3,AT2G27350.2,AT5G01910.1,AT4G19160.2
AT5G61260.2,AT2G46490.1,AT2G27170.2,AT5G02530.1,AT2G14045.1,AT2G36910.1,AT1G72310.1,AT1G70980.1
AT5G52030.1,AT2G39800.2,AT1G73930.1,AT5G61980.1,AT5G57220.1,AT5G20230.1,AT2G18890.1,AT4G25380.1
AT4G24920.1,AT2G24190.1,AT1G23080.2,AT5G37830.1,AT1G28040.1,ATMG01360.1,AT5G28020.4,AT3G13860.1
AT2G25737.2,AT2G29890.2,AT3G56760.1,AT1G06430.3,AT5G44590.2,AT1G74060.1,AT2G25710.4,AT4G24140.1
AT4G25320.1,AT3G10700.3,AT1G27100.1,AT5G06660.1,AT2G24230.1,AT4G13575.2,AT2G25710.5,AT3G27200.1
AT3G46430.1,AT4G18070.4,AT4G11570.2,AT1G49510.1,AT1G55535.1,AT4G02230.1,AT3G17660.1,AT3G48820.2
AT5G18070.1,AT5G41970.1,AT1G68130.1,AT4G12340.1,AT4G23515.1,AT4G03210.1,AT1G61840.1,AT5G65240.1
AT5G54670.2,AT1G06640.3,AT1G72130.2,AT2G39740.1,AT2G29525.1,AT4G03210.2,AT5G01070.1,AT4G28250.1
AT5G54670.1,AT3G19520.2,AT3G20320.1,AT2G39740.3,AT2G29525.5,AT1G49900.1,AT3G11945.1,AT3G20640.1
AT5G54670.3,AT3G42150.3,AT2G44010.1,AT3G04330.1,AT1G16240.2,AT5G24930.1,AT5G02520.2,AT4G18240.1
AT4G16500.1,AT1G09190.1,AT5G42670.1,AT3G14980.6,AT1G57630.1,AT3G06570.1,AT2G31250.1,AT5G64430.1
AT3G61560.2,AT1G55840.2,AT3G02800.1,AT5G14930.2,AT1G12440.1,AT1G13990.3,AT1G52150.2,AT1G20620.1
AT3G51360.8,AT1G19520.1,AT3G59810.3,AT2G34050.1,AT1G77290.3,AT4G34139.1,AT1G52150.1,AT1G20620.7
AT2G36270.1,AT3G61750.1,AT5G23040.1,AT5G48450.2,AT5G27950.2,AT1G13270.1,AT1G78530.2,AT1G20620.2
AT3G15030.3,AT3G49890.1,AT1G73730.1,AT4G02610.1,AT3G15980.7,AT2G20990.2,AT4G13280.1,AT3G53930.5
AT1G04080.2,AT5G45130.2,AT5G47490.2,AT4G02200.1,AT3G15980.3,AT1G23200.1,AT2G40550.1,AT3G03530.1
AT3G62100.1,AT5G01810.1,AT4G32180.3,AT1G75130.1,AT1G77250.1,AT3G58520.1,AT2G28105.2,AT4G04320.1
AT2G37040.1,AT3G52030.1,AT5G40470.1,AT1G11530.1,AT1G66650.1,AT1G65960.3,AT4G15470.1,AT1G09100.1
AT5G08630.1,AT5G07990.1,AT1G24480.1,AT1G35580.1,AT3G21340.1,AT1G07902.1,AT4G30940.1,AT1G68550.1
AT4G09130.1,AT2G45310.1,AT1G08940.1,AT1G35580.3,AT4G18140.4,AT4G20020.2,AT1G50670.1,AT3G21750.1
AT1G36050.2,AT5G66630.1,AT2G27460.1,AT2G25670.2,AT5G47455.8,AT2G21250.1,AT3G54180.1,AT4G05320.4
AT3G25600.1,AT5G59180.1,AT1G09560.1,AT4G38800.1,AT1G07705.2,AT2G34480.1,AT5G63100.1,AT4G05320.2
AT1G73805.1,AT4G31080.1,AT5G11950.1,AT4G36840.1,AT1G07705.1,AT1G43700.1,AT2G19780.1,AT4G16190.1
AT4G15270.1,AT3G12150.1,AT1G27400.1,AT5G54160.1,AT1G01190.2,AT2G44430.1,AT1G43620.8,AT1G80670.1
AT4G15270.3,AT3G33520.1,AT2G18050.1,AT3G61180.1,AT1G01190.1,AT5G48640.4,AT3G44716.2,AT5G06770.1
AT1G44835.1,AT4G23570.3,AT2G18050.2,AT2G19385.1,AT1G14260.2,AT1G14300.1,AT2G29660.1,AT3G50650.1
AT5G46330.2,AT4G23570.1,AT5G15020.2,AT1G64090.1,AT4G16820.1,AT3G04840.1,AT1G53470.1,AT4G14240.1
AT3G42850.1,AT1G05785.1,AT4G39150.1,AT3G13300.3,AT4G21705.1,AT5G50780.3,AT1G45248.5,AT2G46310.1
AT2G40475.1,AT2G37480.2,AT5G44380.1,AT5G06220.1,AT5G49780.1,AT4G04740.2,AT2G01100.3,AT2G38560.1
AT3G29270.1,AT4G16380.4,AT5G24520.2,AT5G41280.1,AT2G03470.2,AT3G12780.1,AT3G25990.1,AT4G21910.3
AT3G46820.1,AT1G44900.1,AT5G25500.1,AT2G42850.1,AT5G07840.1,AT1G14910.1,AT2G01930.2,AT4G21910.2
AT4G14830.1,AT4G33740.3,AT1G30730.1,AT4G34412.1,AT4G29310.1,AT1G68590.1,AT5G60490.1,AT1G73290.1
AT1G12360.1,AT1G27340.1,AT1G48410.1,AT1G33990.1,AT1G30270.3,AT3G12830.1,AT1G53570.1,AT4G29860.1
AT5G17880.2,AT4G14960.2,AT3G61360.1,AT2G14900.1,AT1G30270.2,AT5G45330.1,AT4G38660.1,AT1G72040.1
AT3G56850.1,AT1G11800.1,AT4G33760.2,AT5G42360.1,AT5G44720.2,AT2G15880.1,AT2G35050.1,AT3G53780.3
AT3G51610.1,AT3G15090.1,AT1G54080.2,AT2G20900.2,AT1G49000.1,AT2G11890.1,AT3G50280.1,AT5G09690.11
AT2G33470.2,AT3G16220.2,AT1G31950.3,AT4G13070.1,AT1G30610.2,AT1G09710.1,AT1G16340.3,AT4G08310.1
AT1G50630.1,AT3G44400.1,AT4G08390.2,AT3G45440.1,AT2G34240.1,AT5G23630.1,AT1G66700.3,AT1G08830.1
AT1G50630.2,AT3G24495.2,AT4G15120.1,AT3G15630.1,AT1G76120.1,AT4G12400.1,AT1G50180.1,AT5G60250.1
AT3G02330.1,AT3G63120.1,AT1G13180.1,AT3G24506.1,AT1G59124.2,AT3G56990.1,AT4G38062.1,AT4G01600.1
AT3G12170.1,AT1G77710.1,AT3G09090.1,AT1G51890.4,AT4G13040.2,AT5G50090.1,AT5G47430.5,AT2G44640.1
AT2G29330.1,AT1G75600.1,AT3G61400.1,AT4G39920.1,AT1G08900.2,AT3G11830.1,AT1G30820.1,AT2G45700.2
AT3G60640.1,AT3G22840.1,AT1G67960.1,AT4G11970.1,AT5G12330.3,AT5G59360.1,AT2G43970.2,AT4G19100.1
AT3G13190.1,AT2G34620.1,AT3G43610.1,AT1G06510.1,AT3G07530.2,AT1G30580.1,AT4G34265.4,AT1G48700.1
AT3G13190.4,AT4G02630.1,AT4G05160.1,AT3G60415.1,AT4G26300.1,AT3G52540.1,AT1G51100.1,AT1G48700.5
AT1G13140.2,AT5G51670.1,AT5G22000.3,AT3G05340.1,AT4G35040.2,AT1G27630.5,AT1G65470.1,AT4G21580.1
AT4G35270.2,AT4G24390.2,AT5G06740.2,AT1G75490.1,AT4G22900.1,AT1G77440.1,AT1G05360.2,AT4G02570.1
AT5G60350.1,AT4G23895.1,AT3G43740.2,AT1G56260.1,AT3G04780.1,AT1G06730.1,AT5G01970.1,AT3G44326.1
AT4G22070.4,AT1G11090.1,AT4G22000.1,AT1G65590.1,AT4G36770.1,AT1G31330.1,AT4G16480.2,AT4G37680.1
AT1G68140.1,AT5G07610.1,AT5G20120.2,AT5G40780.3,AT1G74750.3,AT4G24180.5,AT1G77220.2,AT1G03530.1
AT4G34110.1,AT4G02440.1,AT3G19520.1,AT1G04200.2,AT1G26840.1,AT4G24180.1,AT1G15430.1,AT3G17940.1
AT4G16920.3,AT1G03200.1,AT1G12470.1,AT1G80860.1,AT1G65330.1,AT1G31850.2,AT5G19900.3,AT5G05000.3
AT5G24900.1,AT4G29920.1,AT3G48450.2,AT4G29020.1,AT5G10320.1,AT1G07090.1,AT4G33940.1,AT2G29450.1
AT5G49870.1,AT5G02330.1,AT1G48490.3,AT2G36900.1,AT5G35630.3,AT1G75380.3,AT1G25390.1,AT2G35605.1
AT3G07270.2,AT1G33240.2,AT5G39720.1,AT3G17365.1,AT3G59210.5,AT2G07675.1,AT5G06850.1,AT4G19860.1
AT1G12150.1,AT1G55180.2,AT1G18600.1,AT5G15880.1,AT1G67620.1,AT1G73200.1,AT5G03415.1,AT4G00360.1
AT2G22790.1,AT1G28395.2,AT3G23660.2,AT5G04430.2,AT1G71400.1,AT5G20510.1,AT5G07330.1,AT1G69340.2
AT4G30090.1,AT4G21610.1,AT5G14640.1,AT4G30010.1,AT5G60670.1,AT3G17680.1,AT2G37925.1,AT1G69340.1
AT4G26650.1,AT1G58080.1,AT4G04210.1,AT3G03160.1,AT4G13370.1,AT5G44250.1,AT5G62290.1,AT4G09150.2
AT3G03380.1,AT5G13950.4,AT5G19280.1,AT2G38120.2,AT1G59312.2,AT1G73710.1,AT5G15802.1,AT4G09150.1
AT5G11700.2,AT2G33360.1,AT5G28910.2,AT2G37410.2,AT2G15270.1,AT1G79440.1,AT5G09600.2,AT5G48790.2
AT3G21080.1,AT4G31700.1,AT2G43610.1,AT2G29400.1,AT1G27695.1,AT2G42890.3,AT4G12080.1,AT2G43110.1
AT5G65930.2,AT1G75840.1,AT5G25150.1,AT5G49120.1,AT5G62000.1,AT1G14060.1,AT2G15890.1,AT4G09310.1
AT2G47510.1,AT5G13240.2,AT1G54260.1,AT5G51585.1,AT3G60200.1,AT5G05210.1,AT1G09800.1,AT5G48690.2
AT5G45930.1,AT5G13240.1,AT5G45540.1,AT1G72020.1,AT2G02910.1,AT4G14330.1,AT1G48750.1,AT5G48690.3
AT2G25100.1,AT4G02850.1,AT5G03700.1,AT3G60245.1,AT2G26420.1,AT1G62390.1,AT3G54540.1,AT1G20810.1
