Gene,logFC,Fold,logCPM,LR,PValue,FDR
AT1G02220,-1.313530265,-2.485489943,5.81576276,124.8612447,5.46E-29,1.00E-26
AT2G20825,-1.30704159,-2.474336287,0.654876599,6.812974548,0.009049789,0.048697063
AT1G52650,-1.303718827,-2.468644042,0.328079358,6.994237966,0.008177251,0.045142939
AT5G19440,-1.296553415,-2.456413463,7.40466841,276.8749216,3.60E-62,2.67E-59
AT1G15540,-1.296437988,-2.456216939,0.441324465,6.048606723,0.013917274,0.067176193
AT1G69880,-1.295030863,-2.453822447,1.554190424,18.4772949,1.72E-05,0.000250245
AT4G23130,-1.293111242,-2.450559612,0.672462954,6.738661579,0.009434538,0.050168268
AT1G69600,-1.2928954,-2.45019301,2.508460992,29.98877968,4.35E-08,1.12E-06
AT4G25400,-1.289528015,-2.444480701,4.690742391,97.22337169,6.19E-23,7.70E-21
AT2G29110,-1.289293695,-2.444083704,0.268161219,3.388208205,0.065664271,0.207234409
AT1G70260,-1.288898279,-2.443413917,2.556745841,17.63766801,2.67E-05,0.000372407
AT1G22430,-1.287132296,-2.440424799,3.118288014,43.59587945,4.04E-11,1.69E-09
AT4G16190,-1.286964522,-2.440141013,9.181359952,190.3291171,2.69E-43,9.63E-41
AT2G34100,-1.283234228,-2.433839829,0.144004515,4.370232903,0.036571993,0.138403692
AT3G02242,-1.276642146,-2.422744295,1.488647626,8.986963032,0.002719125,0.018907274
AT5G57510,-1.276039545,-2.421732548,-0.000679512,2.955043108,0.085610023,0.248042245
AT5G02220,-1.269605099,-2.410955627,0.468833244,8.684351065,0.003209538,0.021626021
AT3G16900,-1.267053937,-2.406696028,0.46965722,9.324669366,0.002260891,0.016234285
AT2G43500,-1.266998006,-2.406602726,4.472725741,87.48673561,8.48E-21,9.13E-19
AT5G06330,-1.265756437,-2.404532518,3.076892776,51.27120667,8.04E-13,4.10E-11
AT1G29100,-1.260493449,-2.395776704,0.307305687,5.649000815,0.017465321,0.080006714
AT1G54575,-1.260324216,-2.395495687,2.300282873,30.17895523,3.94E-08,1.02E-06
AT5G05410,-1.259452831,-2.39404925,4.57164966,78.77820269,6.95E-19,6.53E-17
AT1G04380,-1.258120264,-2.39183897,0.452179293,7.312410952,0.006847999,0.03931215
AT1G21550,-1.255859804,-2.388094296,1.359339209,11.24420679,0.000798719,0.006778613
AT3G49830,-1.251415872,-2.38074957,0.296223293,3.940649252,0.047132584,0.164898123
AT2G20880,-1.250373652,-2.37903031,0.238281235,6.951589349,0.00837448,0.045965467
AT5G57123,-1.250332813,-2.378962967,0.085398101,3.329935138,0.068029557,0.212553864
AT1G72680,-1.249974607,-2.378372368,5.609406577,163.2904501,2.16E-37,6.36E-35
AT3G53280,-1.248753744,-2.37636055,3.470464256,13.83416262,0.000199673,0.002131118
AT3G54530,-1.246614271,-2.372839091,0.885422923,4.497149397,0.033951407,0.130560252
AT1G17020,-1.240200322,-2.362313314,3.049117844,51.22627954,8.23E-13,4.18E-11
AT5G27060,-1.237407076,-2.357743991,0.480686888,6.171750487,0.012980611,0.063762391
AT5G61430,-1.235664042,-2.354897134,3.012464072,29.69502253,5.06E-08,1.30E-06
AT5G06080,-1.23098053,-2.347264679,0.350631036,4.886738806,0.027063761,0.110711363
AT1G52920,-1.229162635,-2.344308827,0.520507631,6.818834961,0.009020139,0.048576703
AT3G14990,-1.225956135,-2.339104206,10.31365962,231.8905106,2.31E-52,1.05E-49
AT4G32950,-1.225450552,-2.338284626,4.708894343,17.29460323,3.20E-05,0.000437251
AT4G09110,-1.224762957,-2.337170456,3.607753661,23.0439905,1.58E-06,2.93E-05
AT5G22140,-1.220045132,-2.329540046,5.827692031,118.9995245,1.05E-27,1.79E-25
AT4G24890,-1.219605276,-2.328829913,0.603689472,6.638275081,0.009981053,0.052319683
AT1G02310,-1.218294536,-2.32671505,2.390574103,20.38458912,6.33E-06,0.000102799
AT3G44190,-1.217078543,-2.324754776,7.059884958,132.4762308,1.18E-30,2.43E-28
AT1G51820,-1.216393204,-2.323650685,0.400261453,2.736672189,0.098068801,0.271294503
AT5G22860,-1.212652862,-2.317634173,2.199721738,17.60371476,2.72E-05,0.000378461
AT4G36880,-1.209179965,-2.312061807,3.620909954,15.06614559,0.000103808,0.001212027
AT5G62210,-1.207808409,-2.309864797,2.367402533,26.06330071,3.30E-07,7.10E-06
AT3G53480,-1.204522235,-2.304609369,9.739002585,57.12834338,4.08E-14,2.41E-12
AT1G21320,-1.202678185,-2.301665504,0.627731474,3.993463902,0.04567707,0.161357374
AT5G57010,-1.202579255,-2.301507678,3.316469872,35.25562834,2.89E-09,9.11E-08
AT5G46295,-1.201772813,-2.300221533,0.02446702,2.95863891,0.085419818,0.247670444
AT3G56891,-1.200614124,-2.29837487,1.382278632,16.90123842,3.94E-05,0.000525677
AT2G37610,-1.199561536,-2.296698592,0.165246787,4.224142057,0.039852762,0.146524615
AT1G11190,-1.195736391,-2.290617216,5.010379203,83.10042705,7.80E-20,7.96E-18
AT3G22200,-1.194746872,-2.289046661,7.427266256,97.1559823,6.41E-23,7.92E-21
AT4G11590,-1.192824652,-2.285998809,0.704454046,6.842261865,0.008902605,0.048034221
AT2G19990,-1.190155407,-2.281773212,4.167653533,16.64293867,4.51E-05,0.000595188
AT3G07720,-1.189099067,-2.28010311,8.909729949,39.36891423,3.51E-10,1.27E-08
AT4G04450,-1.187101453,-2.276948171,2.550703412,23.39485035,1.32E-06,2.49E-05
AT5G03490,-1.185622275,-2.274614841,4.121940934,102.7500381,3.80E-24,5.11E-22
AT1G44130,-1.185606387,-2.274589791,0.615064148,3.611683621,0.057375008,0.189532627
AT4G17680,-1.184765062,-2.273263723,4.054121628,16.31150904,5.37E-05,0.000697391
AT1G14687,-1.184488592,-2.27282813,0.243695384,4.996032185,0.025405496,0.105567856
AT3G26690,-1.183977677,-2.272023374,5.474206868,84.67075433,3.52E-20,3.67E-18
AT5G50160,-1.180573314,-2.266668345,0.65892387,7.163779062,0.007439031,0.041758733
AT2G43470,-1.180394412,-2.266387283,1.021403829,8.046656868,0.00455877,0.028670683
AT3G14760,-1.178378591,-2.263222761,0.158312434,3.533830029,0.060128741,0.195372036
AT3G21690,-1.178338879,-2.263160463,6.082213607,107.8943774,2.83E-25,4.23E-23
AT3G16520,-1.172990128,-2.254785395,5.456197264,68.73400649,1.13E-16,8.32E-15
AT5G02780,-1.170930681,-2.251568986,6.038095237,22.80204204,1.80E-06,3.29E-05
AT3G29035,-1.167888148,-2.246825603,5.672106848,80.97367058,2.29E-19,2.24E-17
AT3G24420,-1.167231798,-2.245803649,4.136078602,74.55168876,5.91E-18,5.03E-16
AT1G72030,-1.163813983,-2.240489528,1.151508583,9.54802833,0.002001643,0.014703919
AT4G01140,-1.163271416,-2.239647085,3.397072385,33.5494828,6.95E-09,2.05E-07
AT3G61390,-1.161546687,-2.236971207,3.234417971,15.60656862,7.80E-05,0.000951585
AT1G76600,-1.159197939,-2.233332318,4.117569067,28.13674246,1.13E-07,2.72E-06
AT1G74590,-1.158982245,-2.232998443,4.686840026,56.53360288,5.52E-14,3.20E-12
AT1G01010,-1.156143231,-2.228608547,5.326400323,156.8118772,5.63E-36,1.54E-33
AT5G26920,-1.15512653,-2.227038548,4.60585936,34.89504888,3.48E-09,1.07E-07
AT2G47730,-1.154734551,-2.226433546,10.05681444,130.3816461,3.38E-30,6.83E-28
AT1G21140,-1.154222517,-2.225643491,5.349424424,53.45732962,2.64E-13,1.43E-11
AT1G13510,-1.153869935,-2.22509963,3.525205181,41.3087437,1.30E-10,5.08E-09
AT3G04070,-1.152042415,-2.222282791,3.975372313,34.67641087,3.89E-09,1.19E-07
AT5G48880,-1.15013061,-2.219339855,3.66808272,53.78587341,2.24E-13,1.22E-11
AT2G34660,-1.149958271,-2.219074758,8.071269723,204.3902808,2.30E-46,9.03E-44
AT5G59220,-1.147628813,-2.215494604,2.216968406,9.306958993,0.002282851,0.016379814
AT2G21780,-1.146021024,-2.213026955,0.161659124,3.814070481,0.050823798,0.173801407
AT5G49140,-1.145729067,-2.212579152,0.334207655,4.718371603,0.029841991,0.119082336
AT5G38820,-1.145099993,-2.211614588,3.926326806,15.81027609,7.00E-05,0.00087035
AT1G14860,-1.144748003,-2.211075063,5.006068254,39.53641936,3.22E-10,1.18E-08
AT2G02450,-1.139223395,-2.202624236,0.368296551,7.382435346,0.006586392,0.038083468
AT1G75270,-1.138793516,-2.201968019,5.631809425,110.8414095,6.41E-26,9.72E-24
AT3G12510,-1.128940582,-2.186980841,2.230581412,19.92382748,8.06E-06,0.000127592
AT3G01600,-1.121665771,-2.175980715,1.380373895,5.380860152,0.020358838,0.089444801
AT1G08100,-1.121405985,-2.175588922,2.467680641,13.03797738,0.000305238,0.003045072
AT1G64590,-1.120574876,-2.174335968,6.714006816,41.45135824,1.21E-10,4.75E-09
AT1G19960,-1.119230561,-2.172310849,0.346177409,4.73044798,0.029633166,0.118485299
AT4G24160,-1.115329169,-2.166444336,6.632589817,125.7254116,3.53E-29,6.60E-27
AT5G45105,-1.113533071,-2.163748877,2.855765987,9.799803691,0.001745305,0.013086191
AT1G66460,-1.11279433,-2.1626412,1.654760487,13.12224279,0.00029181,0.002940439
AT1G73000,-1.111461505,-2.160644179,0.113242658,3.216014822,0.07292096,0.223304401
AT5G10625,-1.108984957,-2.156938372,5.111899349,71.50741445,2.76E-17,2.18E-15
AT2G17940,-1.108687932,-2.156494344,0.853725676,8.962602405,0.002755621,0.019121181
AT5G41410,-1.108125528,-2.155653844,3.161562348,35.11197091,3.11E-09,9.70E-08
AT3G25655,-1.10731199,-2.15443861,0.853249014,6.17825424,0.012932982,0.063590868
AT4G37290,-1.102769905,-2.147666386,-0.080887135,1.662232384,0.197302181,0.420715104
AT5G43290,-1.102372789,-2.1470753,0.072650188,4.297754989,0.038162719,0.142199017
AT3G21670,-1.101041875,-2.145095496,1.992209066,19.52527112,9.93E-06,0.000153773
AT4G03540,-1.097013627,-2.13911438,2.429831518,28.2670825,1.06E-07,2.56E-06
AT4G26200,-1.096840751,-2.138858069,3.140020085,23.93601386,9.96E-07,1.94E-05
AT4G22950,-1.094064275,-2.134745781,3.128496403,20.54778145,5.82E-06,9.54E-05
AT3G27440,-1.091202125,-2.130514876,0.371701047,3.63723412,0.056500725,0.187480104
AT1G37130,-1.089299524,-2.127707043,9.126327993,94.77349679,2.13E-22,2.59E-20
AT4G20860,-1.089227171,-2.127600338,7.273610935,77.00633008,1.70E-18,1.54E-16
AT1G35260,-1.088987262,-2.127246564,5.115904206,118.4774697,1.36E-27,2.27E-25
AT3G28910,-1.08746848,-2.125008305,3.667436565,44.9080208,2.07E-11,9.18E-10
AT3G54450,-1.085589223,-2.122242068,1.096521307,4.56965408,0.032543136,0.126579833
AT5G01380,-1.085070587,-2.121479277,0.543020272,4.689049705,0.030355431,0.120387017
AT1G11070,-1.082920928,-2.118320565,3.650035424,37.40858225,9.58E-10,3.21E-08
AT3G10500,-1.08070521,-2.115069705,6.290836974,111.2578184,5.20E-26,7.94E-24
AT2G40100,-1.076126724,-2.108368035,1.055045775,8.588556056,0.003382821,0.022573002
AT2G47710,-1.075250332,-2.107087655,5.561952091,170.5162912,5.71E-39,1.73E-36
AT2G42540,-1.074576494,-2.106103731,-0.089901193,2.042457104,0.152962394,0.359408644
AT1G52560,-1.074448985,-2.105917596,1.849523862,15.9573038,6.48E-05,0.000814399
AT5G13330,-1.073648387,-2.104749278,4.526260008,38.55903642,5.31E-10,1.86E-08
AT2G34440,-1.073249861,-2.104167948,0.544367249,4.498511215,0.033924377,0.130531559
AT4G18360,-1.07056473,-2.100255332,5.716354496,154.022538,2.29E-35,6.03E-33
AT5G03550,-1.069783891,-2.099118905,0.605933078,4.002643991,0.045428947,0.160679408
AT4G17840,-1.06946846,-2.098660005,4.964260122,67.40389736,2.21E-16,1.59E-14
AT4G14370,-1.067086603,-2.095198022,4.183620206,46.35156626,9.88E-12,4.54E-10
AT3G14770,-1.065432407,-2.092797043,6.072957732,58.9563917,1.61E-14,9.81E-13
AT1G68500,-1.064511095,-2.091460999,0.269962473,3.937403447,0.047223615,0.165084628
AT1G19020,-1.063823824,-2.090464906,3.773625346,29.11303495,6.83E-08,1.72E-06
AT1G47510,-1.063082901,-2.089391585,2.42802228,19.09381496,1.24E-05,0.000187958
AT1G70210,-1.062466519,-2.088499096,4.738922296,44.81876012,2.16E-11,9.55E-10
AT3G17790,-1.059616035,-2.084376703,2.698766656,20.05590158,7.52E-06,0.000119739
AT3G55120,-1.058886858,-2.083323468,4.737110309,38.41363618,5.72E-10,1.99E-08
AT3G49055,-1.056505958,-2.079888166,0.524318994,4.273054611,0.038721264,0.143764366
AT4G15765,-1.055840406,-2.078928882,2.977745963,24.87281818,6.12E-07,1.24E-05
AT2G28210,-1.055507375,-2.078449039,1.649943523,11.1235883,0.000852367,0.007179113
AT5G14570,-1.054750898,-2.077359489,1.822805851,13.72509719,0.000211608,0.002228174
AT1G64170,-1.053428854,-2.075456729,4.284022496,48.97787321,2.59E-12,1.27E-10
AT2G02390,-1.050963523,-2.07191314,6.951054484,241.8752677,1.53E-54,7.87E-52
AT2G34960,-1.050378016,-2.071072441,0.073263075,3.186323927,0.074256822,0.226070591
AT1G74870,-1.049712636,-2.070117469,0.040053146,3.638076698,0.056472136,0.187431137
AT1G17310,-1.048787795,-2.068790843,0.664176159,6.7150818,0.009560091,0.05065304
AT1G03106,-1.047975342,-2.067626133,0.074407624,3.239711526,0.071873292,0.221166101
AT2G35980,-1.047857476,-2.067457218,2.40743457,14.00250807,0.000182567,0.001973814
AT5G08391,-1.047348104,-2.066727391,0.13481328,3.54333364,0.05978519,0.194508409
AT1G21670,-1.044504077,-2.062657203,3.88216672,38.39384284,5.78E-10,2.01E-08
AT2G22460,-1.04306652,-2.060602915,0.677177166,9.191094205,0.002431955,0.017252136
AT5G25120,-1.041485565,-2.058346073,1.93343484,10.70843398,0.001066483,0.008651175
AT4G16620,-1.041434461,-2.058273161,3.290311507,29.61890646,5.26E-08,1.35E-06
AT4G25830,-1.041403747,-2.058229343,1.442442571,11.04353638,0.000889969,0.007451911
AT2G37530,-1.039351335,-2.055303339,2.115928026,19.33045549,1.10E-05,0.000168332
AT1G15310,-1.038024394,-2.053413811,2.779011033,30.98471774,2.60E-08,6.96E-07
AT5G13080,-1.037984123,-2.053356494,2.496206686,13.41949427,0.000249023,0.002562867
AT2G20560,-1.037803495,-2.053099426,4.690547387,30.94050005,2.66E-08,7.11E-07
AT3G18610,-1.036999038,-2.051954922,1.425929704,9.530554684,0.00202079,0.014807783
AT1G74000,-1.035020473,-2.049142725,3.792487181,35.7143343,2.28E-09,7.29E-08
AT1G66090,-1.034590429,-2.048531999,0.793344122,4.924581615,0.026477213,0.108831262
AT2G34810,-1.034410969,-2.048277195,3.172746774,19.05286928,1.27E-05,0.000191312
AT3G47420,-1.033045243,-2.046339111,6.025135025,52.68976249,3.91E-13,2.06E-11
AT3G47030,-1.032495932,-2.04556011,0.431654124,5.026274939,0.024965539,0.104172303
AT5G56090,-1.027550587,-2.038560237,5.290741134,123.0225747,1.38E-28,2.49E-26
AT3G25190,-1.027056088,-2.037861619,8.237854446,46.60892742,8.67E-12,4.06E-10
AT3G15340,-1.026881586,-2.037615142,3.391033226,42.81743495,6.01E-11,2.45E-09
AT3G53230,-1.02640249,-2.036938595,6.706701149,79.75136215,4.25E-19,4.11E-17
AT2G19310,-1.024501542,-2.034256417,3.414219276,31.64090759,1.85E-08,5.07E-07
AT3G56630,-1.023669166,-2.033083074,2.280679259,20.21694062,6.91E-06,0.000110864
AT2G14760,-1.02288937,-2.031984461,0.926490094,7.600519341,0.005835149,0.034795293
AT3G04040,-1.022258419,-2.031095984,1.131165188,8.058153073,0.004529934,0.028543147
AT4G21990,-1.022090073,-2.030858992,6.915534979,44.78033402,2.20E-11,9.72E-10
AT2G41690,-1.021644408,-2.030231733,1.75211718,11.58715814,0.000664088,0.005846781
AT3G08590,-1.02078192,-2.02901836,6.950058647,73.72610255,8.97E-18,7.48E-16
AT1G08430,-1.018251372,-2.025462497,0.597326441,3.227057114,0.07243074,0.222109098
AT5G06730,-1.016621367,-2.023175353,3.048223131,18.95652896,1.34E-05,0.000200017
AT1G75000,-1.014451203,-2.020134293,2.775630473,26.82305695,2.23E-07,5.00E-06
AT4G19690,-1.012594464,-2.017536066,9.471143497,16.84182932,4.06E-05,0.000541669
AT1G06020,-1.011188312,-2.015570592,0.212532919,4.720672902,0.029802079,0.118970516
AT2G40200,-1.010807043,-2.015037997,1.558333066,10.82101259,0.001003546,0.008216987
AT2G40711,-1.010393251,-2.014460128,0.591494907,3.904260032,0.048163833,0.167606982
AT2G47240,-1.006166836,-2.008567347,2.724376236,18.17932545,2.01E-05,0.000287181
AT5G01550,-1.005328772,-2.007400906,3.400706454,19.65204288,9.29E-06,0.000144885
AT1G08090,-1.004471193,-2.006208005,9.63936745,24.64710997,6.88E-07,1.39E-05
AT3G13437,-1.003414924,-2.004739697,1.473604345,7.597442141,0.005845117,0.034844348
AT1G70530,-1.002354499,-2.003266694,5.508911499,102.7104505,3.88E-24,5.18E-22
AT2G21900,-1.002048337,-2.002841615,0.054634466,3.178512848,0.074612609,0.226612161
AT1G65690,-1.001428127,-2.001980785,4.529206825,33.84167944,5.98E-09,1.78E-07
AT5G65380,-1.000975795,-2.001353196,7.471772231,126.9486659,1.91E-29,3.67E-27
AT3G25597,-0.999943727,-1.99992199,2.954704339,24.08649684,9.21E-07,1.81E-05
AT1G70440,-0.997139319,-1.996038184,1.396854612,10.51979278,0.001181027,0.009447286
AT2G28426,-0.996555135,-1.9952301,0.067584233,2.772281946,0.095909344,0.267098089
AT4G24040,-0.995350902,-1.993565355,2.308640412,15.48271914,8.33E-05,0.001003771
AT3G26460,-0.995048341,-1.99314731,4.864781794,68.8680639,1.05E-16,7.86E-15
AT1G60000,-0.993613064,-1.991165397,2.001165566,11.27388516,0.00078605,0.00671667
AT5G50940,-0.990635072,-1.987059499,0.329777356,4.97882957,0.025659337,0.106401711
AT3G14225,-0.988834206,-1.984580668,1.701079694,8.259624176,0.004053652,0.026117734
AT3G46080,-0.987227652,-1.982371913,0.46497079,2.835980925,0.092174501,0.260373922
AT5G28450,-0.987010445,-1.982073477,-0.034427329,2.20499327,0.137564494,0.336754307
AT1G62580,-0.986608414,-1.981521216,0.279164063,4.935766318,0.026306396,0.10834402
AT1G30400,-0.986596687,-1.981505109,9.191958091,154.7929461,1.55E-35,4.15E-33
AT3G22930,-0.985045881,-1.979376261,4.592983356,51.40347554,7.52E-13,3.86E-11
AT4G25760,-0.983763057,-1.977617009,2.201908123,19.83151545,8.46E-06,0.000132957
AT3G11773,-0.982883275,-1.97641139,0.288279355,2.85977892,0.09081998,0.257982887
AT2G25000,-0.98268708,-1.976142632,4.02736485,46.40709783,9.61E-12,4.42E-10
AT5G64810,-0.982628741,-1.976062723,1.682400603,9.265686362,0.00233487,0.016669786
AT5G14470,-0.981673098,-1.97475421,1.458942349,8.995043215,0.002707129,0.018836947
AT3G04960,-0.981432617,-1.974425068,-0.000401686,1.611322386,0.204306015,0.430134862
AT1G01560,-0.979358771,-1.97158891,1.162234374,6.411084379,0.011341013,0.057632393
AT2G38180,-0.979027157,-1.971135778,4.570989728,87.71016998,7.58E-21,8.20E-19
AT5G51830,-0.977275635,-1.968744148,5.768787948,66.34986021,3.78E-16,2.61E-14
AT5G52570,-0.975623406,-1.966490758,1.051520118,6.645039834,0.009943225,0.052213022
AT2G33710,-0.975573539,-1.966422787,3.851515026,34.9577387,3.37E-09,1.04E-07
AT5G24160,-0.974811416,-1.965384272,0.408377309,1.928685914,0.164902284,0.375985475
AT2G47485,-0.972295334,-1.961959599,4.666660162,78.42816666,8.30E-19,7.69E-17
AT1G02520,-0.971759828,-1.961231486,7.025373079,68.98202107,9.94E-17,7.50E-15
AT3G26310,-0.97128931,-1.960591958,0.302227219,3.075567084,0.079476872,0.236761662
AT5G64395,-0.970430088,-1.959424641,0.124782352,2.364557889,0.124119073,0.315292064
AT1G18960,-0.966816345,-1.954522706,0.322004216,3.550200698,0.059538248,0.194095406
AT5G61490,-0.96617184,-1.953649744,1.093843383,6.627035766,0.010044228,0.052605361
AT2G37970,-0.965807779,-1.953156807,5.479913117,69.12961324,9.22E-17,7.02E-15
AT1G47128,-0.965618783,-1.952900956,9.744934135,105.187454,1.11E-24,1.55E-22
AT3G48940,-0.964137405,-1.950896721,2.272724264,15.18327795,9.76E-05,0.00114782
AT3G57020,-0.963246213,-1.949691972,6.8752792,58.61399074,1.92E-14,1.16E-12
AT4G33880,-0.963007031,-1.949368762,4.227339136,26.66690229,2.42E-07,5.37E-06
AT2G47810,-0.961064596,-1.946745912,1.689280286,11.9210141,0.000555043,0.005021479
AT4G13345,-0.960695371,-1.946247749,2.364679815,20.03353235,7.61E-06,0.000120917
AT2G05440,-0.960537961,-1.946035409,10.60045654,66.95561708,2.78E-16,1.97E-14
AT5G11110,-0.960527555,-1.946021373,6.327891178,60.17912312,8.66E-15,5.40E-13
AT5G13720,-0.960331236,-1.94575658,1.326600226,8.878176727,0.002885996,0.019867408
AT1G48325,-0.95895516,-1.943901558,0.517904275,3.988641225,0.045807991,0.161594646
AT5G07200,-0.958205605,-1.942891862,0.348656685,2.991011299,0.083727864,0.244433604
AT2G38250,-0.957631121,-1.942118353,1.777542659,13.95342816,0.000187396,0.0020173
AT3G10405,-0.957630792,-1.94211791,1.457472293,11.32203369,0.000765928,0.006578432
AT2G23830,-0.95753304,-1.941986323,1.067301521,5.581397462,0.018152233,0.082260525
AT3G15760,-0.957395966,-1.941801819,2.06445349,13.79862041,0.000203486,0.002156861
AT1G67800,-0.956549388,-1.940662698,5.535860128,62.35892455,2.86E-15,1.85E-13
AT5G52640,-0.956092786,-1.940048589,4.561282217,17.10613075,3.53E-05,0.00047764
AT4G11880,-0.955288928,-1.938967911,5.527844929,51.33545902,7.79E-13,3.97E-11
AT5G50130,-0.95360911,-1.936711566,2.461798402,13.94161072,0.000188577,0.002026751
AT3G55910,-0.953581459,-1.936674448,2.755560147,15.26575559,9.34E-05,0.00110266
AT5G07000,-0.953075282,-1.935995074,3.320142011,29.21875275,6.47E-08,1.63E-06
AT3G21250,-0.951847883,-1.934348692,7.088897095,138.5867769,5.42E-32,1.18E-29
AT3G61930,-0.951513439,-1.933900325,3.630583048,11.99616827,0.0005331,0.004862537
AT3G21560,-0.951407877,-1.933758826,4.612641695,20.43761412,6.16E-06,0.000100316
AT5G13770,-0.950664863,-1.932763163,2.567322224,17.38770362,3.05E-05,0.000419497
AT3G56790,-0.949707813,-1.931481438,0.576812981,4.463132139,0.034633937,0.13272584
AT5G64401,-0.9496408,-1.931391723,0.127857873,2.294421036,0.129839618,0.324347826
AT1G72720,-0.948856622,-1.930342199,0.021675573,2.493582997,0.11431122,0.299776718
AT3G26470,-0.948379037,-1.929703291,6.303500481,113.9287516,1.35E-26,2.11E-24
AT4G18550,-0.948132524,-1.929373591,4.684373127,60.17338138,8.69E-15,5.40E-13
AT5G03390,-0.946489154,-1.927177097,1.639282999,9.136014259,0.002506265,0.017681372
AT4G05200,-0.945586903,-1.925972232,4.789400987,21.51497133,3.51E-06,6.04E-05
AT5G06490,-0.94427942,-1.924227555,0.634279121,4.299800694,0.03811684,0.14210026
AT2G38152,-0.941395714,-1.920385189,1.598750556,11.64569471,0.000643513,0.005690668
AT1G80330,-0.941227415,-1.920161177,0.34595647,2.72119693,0.099023735,0.272843588
